Change Component Designator: OldDesignator=+? NewDesignator=+1
Change Component Designator: OldDesignator=? NewDesignator=1
Change Component Designator: OldDesignator=AT? NewDesignator=AT1
Change Component Designator: OldDesignator=C? NewDesignator=C1
Change Component Designator: OldDesignator=C? NewDesignator=C2
Change Component Designator: OldDesignator=C? NewDesignator=C3
Change Component Designator: OldDesignator=C? NewDesignator=C4
Change Component Designator: OldDesignator=C? NewDesignator=C5
Change Component Designator: OldDesignator=C? NewDesignator=C6
Change Component Designator: OldDesignator=C? NewDesignator=C7
Change Component Designator: OldDesignator=C? NewDesignator=C8
Change Component Designator: OldDesignator=C? NewDesignator=C9
Change Component Designator: OldDesignator=C? NewDesignator=C10
Change Component Designator: OldDesignator=C? NewDesignator=C11
Change Component Designator: OldDesignator=C? NewDesignator=C12
Change Component Designator: OldDesignator=C? NewDesignator=C13
Change Component Designator: OldDesignator=C? NewDesignator=C14
Change Component Designator: OldDesignator=C? NewDesignator=C15
Change Component Designator: OldDesignator=C? NewDesignator=C16
Change Component Designator: OldDesignator=C? NewDesignator=C17
Change Component Designator: OldDesignator=C? NewDesignator=C18
Change Component Designator: OldDesignator=C? NewDesignator=C19
Change Component Designator: OldDesignator=C? NewDesignator=C20
Change Component Designator: OldDesignator=C? NewDesignator=C21
Change Component Designator: OldDesignator=C? NewDesignator=C22
Change Component Designator: OldDesignator=C? NewDesignator=C23
Change Component Designator: OldDesignator=C? NewDesignator=C24
Change Component Designator: OldDesignator=C? NewDesignator=C25
Change Component Designator: OldDesignator=C? NewDesignator=C26
Change Component Designator: OldDesignator=C? NewDesignator=C27
Change Component Designator: OldDesignator=C? NewDesignator=C28
Change Component Designator: OldDesignator=C? NewDesignator=C29
Change Component Designator: OldDesignator=C? NewDesignator=C30
Change Component Designator: OldDesignator=C? NewDesignator=C31
Change Component Designator: OldDesignator=C? NewDesignator=C32
Change Component Designator: OldDesignator=C? NewDesignator=C33
Change Component Designator: OldDesignator=C? NewDesignator=C34
Change Component Designator: OldDesignator=C? NewDesignator=C35
Change Component Designator: OldDesignator=C? NewDesignator=C36
Change Component Designator: OldDesignator=C? NewDesignator=C37
Change Component Designator: OldDesignator=C? NewDesignator=C38
Change Component Designator: OldDesignator=C? NewDesignator=C39
Change Component Designator: OldDesignator=C? NewDesignator=C40
Change Component Designator: OldDesignator=C? NewDesignator=C41
Change Component Designator: OldDesignator=C? NewDesignator=C42
Change Component Designator: OldDesignator=C? NewDesignator=C43
Change Component Designator: OldDesignator=D? NewDesignator=D1
Change Component Designator: OldDesignator=D? NewDesignator=D2
Change Component Designator: OldDesignator=D? NewDesignator=D3
Change Component Designator: OldDesignator=D? NewDesignator=D4
Change Component Designator: OldDesignator=D? NewDesignator=D5
Change Component Designator: OldDesignator=D? NewDesignator=D6
Change Component Designator: OldDesignator=D? NewDesignator=D7
Change Component Designator: OldDesignator=D? NewDesignator=D8
Change Component Designator: OldDesignator=D? NewDesignator=D9
Change Component Designator: OldDesignator=D? NewDesignator=D10
Change Component Designator: OldDesignator=F? NewDesignator=F1
Change Component Designator: OldDesignator=F? NewDesignator=F2
Change Component Designator: OldDesignator=GND NewDesignator=GND-1
Change Component Designator: OldDesignator=GND? NewDesignator=GND1
Change Component Designator: OldDesignator=IC? NewDesignator=IC1
Change Component Designator: OldDesignator=IC? NewDesignator=IC2
Change Component Designator: OldDesignator=L? NewDesignator=L1
Change Component Designator: OldDesignator=LED? NewDesignator=LED1
Change Component Designator: OldDesignator=LED? NewDesignator=LED2
Change Component Designator: OldDesignator=LED? NewDesignator=LED3
Change Component Designator: OldDesignator=LED? NewDesignator=LED4
Change Component Designator: OldDesignator=LED? NewDesignator=LED5
Change Component Designator: OldDesignator=LM? NewDesignator=LM1
Change Component Designator: OldDesignator=LoRa-? NewDesignator=LoRa-1
Change Component Designator: OldDesignator=P? NewDesignator=P1
Change Component Designator: OldDesignator=P? NewDesignator=P2
Change Component Designator: OldDesignator=P? NewDesignator=P3
Change Component Designator: OldDesignator=P? NewDesignator=P4
Change Component Designator: OldDesignator=P? NewDesignator=P5
Change Component Designator: OldDesignator=P? NewDesignator=P6
Change Component Designator: OldDesignator=P? NewDesignator=P7
Change Component Designator: OldDesignator=P? NewDesignator=P8
Change Component Designator: OldDesignator=P? NewDesignator=P9
Change Component Designator: OldDesignator=P? NewDesignator=P10
Change Component Designator: OldDesignator=P? NewDesignator=P11
Change Component Designator: OldDesignator=P? NewDesignator=P12
Change Component Designator: OldDesignator=P? NewDesignator=P13
Change Component Designator: OldDesignator=P? NewDesignator=P14
Change Component Designator: OldDesignator=P? NewDesignator=P15
Change Component Designator: OldDesignator=Q? NewDesignator=Q1
Change Component Designator: OldDesignator=Q? NewDesignator=Q2
Change Component Designator: OldDesignator=Q? NewDesignator=Q3
Change Component Designator: OldDesignator=Q? NewDesignator=Q4
Change Component Designator: OldDesignator=Q? NewDesignator=Q5
Change Component Designator: OldDesignator=Q? NewDesignator=Q6
Change Component Designator: OldDesignator=Q? NewDesignator=Q7
Change Component Designator: OldDesignator=Q? NewDesignator=Q8
Change Component Designator: OldDesignator=R? NewDesignator=R1
Change Component Designator: OldDesignator=R? NewDesignator=R2
Change Component Designator: OldDesignator=R? NewDesignator=R3
Change Component Designator: OldDesignator=R? NewDesignator=R4
Change Component Designator: OldDesignator=R? NewDesignator=R5
Change Component Designator: OldDesignator=R? NewDesignator=R6
Change Component Designator: OldDesignator=R? NewDesignator=R7
Change Component Designator: OldDesignator=R? NewDesignator=R8
Change Component Designator: OldDesignator=R? NewDesignator=R9
Change Component Designator: OldDesignator=R? NewDesignator=R10
Change Component Designator: OldDesignator=R? NewDesignator=R11
Change Component Designator: OldDesignator=R? NewDesignator=R12
Change Component Designator: OldDesignator=R? NewDesignator=R13
Change Component Designator: OldDesignator=R? NewDesignator=R14
Change Component Designator: OldDesignator=R? NewDesignator=R15
Change Component Designator: OldDesignator=R? NewDesignator=R16
Change Component Designator: OldDesignator=R? NewDesignator=R17
Change Component Designator: OldDesignator=R? NewDesignator=R18
Change Component Designator: OldDesignator=R? NewDesignator=R19
Change Component Designator: OldDesignator=R? NewDesignator=R20
Change Component Designator: OldDesignator=R? NewDesignator=R21
Change Component Designator: OldDesignator=R? NewDesignator=R22
Change Component Designator: OldDesignator=R? NewDesignator=R23
Change Component Designator: OldDesignator=R? NewDesignator=R24
Change Component Designator: OldDesignator=R? NewDesignator=R25
